Market Cap,P/E Ratio,P/B Ratio,Dividend Yield,Trailing EPS,Forward P/E Ratio,Trailing Dividend Yield,Trailing Dividend Rate,Beta,Trailing PEG Ratio,Forward EPS
2139036581888,19.74442,6.228129,0.47,8.96,19.766481,0.0056372965,1.0,1.014,1.3595,8.95
